	date	run	well	timepoint	tempc	class	score	ymin	xmin	ymax	xmax	ID	centroid_x	centroid_y
6439	2022-01-05	1	D2	32	26	tube_tip	0.08573865	0.99469906	0.9147353	1.0	0.9391403	None	0.9269378	0.99734953
6440	2022-01-05	1	D2	32	26	tube_tip	0.08290588	0.3597513	0.9961977	0.38633832	0.99937785	None	0.99778778	0.37304481
6441	2022-01-05	1	D2	32	26	tube_tip	0.082819246	0.81959075	0.37540302	0.83969873	0.3941793	None	0.38479116	0.82964474
6443	2022-01-05	1	D2	32	26	tube_tip	0.0791354	0.5543243	0.15673973	0.5750516	0.17586209	None	0.16630091	0.56468795
6444	2022-01-05	1	D2	32	26	tube_tip	0.079126425	0.64410084	0.9960524	0.6718628	0.99938107	None	0.99771674	0.65798182
6445	2022-01-05	1	D2	32	26	tube_tip	0.078686684	0.99497515	0.3717846	1.0	0.3968672	None	0.3843259	0.99748758
6447	2022-01-05	1	D2	32	26	tube_tip	0.07306122	0.53026557	0.34696862	0.550787	0.36640057	None	0.3566846	0.54052628
6450	2022-01-05	1	D2	32	26	tube_tip	0.06831365	0.93339425	0.9961384	0.96102995	0.99952453	None	0.99783146	0.9472121
6451	2022-01-05	1	D2	32	26	tube_tip	0.06800012	0.94949406	0.99615127	0.97633	0.99957436	None	0.99786282	0.96291203
6453	2022-01-05	1	D2	32	26	tube_tip	0.0660773	0.86345613	0.9964872	0.89079595	0.99931735	None	0.99790228	0.87712604
6454	2022-01-05	1	D2	32	26	tube_tip	0.06448728	0.9957457	0.9502833	1.0	0.97535324	None	0.96281827	0.99787285
6455	2022-01-05	1	D2	32	26	tube_tip	0.06401435	0.9923097	0.99316925	1.0	1.0	None	0.99658462	0.99615485
6457	2022-01-05	1	D2	32	26	tube_tip	0.063035555	0.77774554	0.99655634	0.80430216	0.9991407	None	0.99784852	0.79102385
6459	2022-01-05	1	D2	32	26	tube_tip	0.062650435	0.5575913	0.32374275	0.5794817	0.34450293	None	0.33412284	0.5685365
6461	2022-01-05	1	D2	32	26	tube_tip	0.061435904	0.8905235	0.9965816	0.9184759	0.999116	None	0.9978488	0.9044997
6462	2022-01-05	1	D2	32	26	tube_tip	0.05970889	0.16432919	0.0	0.19070004	0.003161405	None	0.0015807	0.17751462
6464	2022-01-05	1	D2	32	26	tube_tip	0.058196194	0.16758735	0.022036143	0.194263	0.04487522	None	0.03345568	0.18092518
6466	2022-01-05	1	D2	32	26	tube_tip	0.057444993	0.531315	0.14826868	0.5512616	0.16634665	None	0.15730767	0.5412883
6470	2022-01-05	1	D2	32	26	tube_tip	0.056222823	0.5011649	0.0	0.52569604	0.0025680666	None	0.00128403	0.51343047
6472	2022-01-05	1	D2	32	26	tube_tip	0.055249903	0.054555874	0.29585347	0.07630363	0.31673738	None	0.30629542	0.06542975
6474	2022-01-05	1	D2	32	26	tube_tip	0.05323891	0.3805345	0.19795106	0.4031867	0.21851824	None	0.20823465	0.3918606
6476	2022-01-05	1	D2	32	26	tube_tip	0.052737016	0.99500394	0.9791913	1.0	1.0	None	0.98959565	0.99750197
6478	2022-01-05	1	D2	32	26	tube_tip	0.052095577	0.99662477	0.0126768425	1.0	0.03795286	None	0.02531485	0.99831238
6479	2022-01-05	1	D2	32	26	tube_tip	0.05200017	0.23137203	0.9969414	0.25708187	0.99898547	None	0.99796344	0.24422695
6480	2022-01-05	1	D2	32	26	tube_tip	0.05188326	0.589017	0.9965434	0.6182361	0.99941456	None	0.99797898	0.60362655
6482	2022-01-05	1	D2	32	26	tube_tip	0.051545694	0.84739345	0.9966883	0.87550634	0.99926096	None	0.99797463	0.8614499
6484	2022-01-05	1	D2	32	26	tube_tip	0.051401213	0.99696153	0.08314335	0.99999255	0.10816747	None	0.09565541	0.99847704
6486	2022-01-05	1	D2	32	26	tube_tip	0.051156066	0.4796095	0.07801197	0.50122577	0.09803561	None	0.08802379	0.49041764
6492	2022-01-05	1	D2	32	26	tube_tip	0.050058447	0.061147764	0.28467563	0.08362459	0.30618754	None	0.29543158	0.07238618
6493	2022-01-05	1	D2	32	26	tube_tip	0.04950081	2.9138639e-05	0.37688547	0.002501479	0.40120482	None	0.38904514	0.00126531
6498	2022-01-05	1	D2	32	26	tube_tip	0.048511945	0.19109195	0.9965574	0.2191891	0.9993349	None	0.99794615	0.20514052
6501	2022-01-05	1	D2	32	26	tube_tip	0.047917366	0.051184572	0.99662703	0.0779063	0.99950165	None	0.99806434	0.06454544
6503	2022-01-05	1	D2	32	26	tube_tip	0.047722112	0.27735686	1.6339938e-05	0.30473983	0.003018532	None	0.00151744	0.29104834
6506	2022-01-05	1	D2	32	26	tube_tip	0.04658177	0.07411995	0.9965549	0.10194143	0.9994845	None	0.9980197	0.08803069
6507	2022-01-05	1	D2	32	26	tube_tip	0.046265908	0.99608666	0.68423754	1.0	0.7096383	None	0.69693792	0.99804333
6509	2022-01-05	1	D2	32	26	tube_tip	0.046120934	0.038418036	0.0	0.06660612	0.0031900625	None	0.00159503	0.05251208
6510	2022-01-05	1	D2	32	26	tube_tip	0.045895133	0.031081252	0.3645689	0.057512283	0.3898402	None	0.37720455	0.04429677
6511	2022-01-05	1	D2	32	26	tube_tip	0.04583734	0.00037839846	0.41983864	0.0019868012	0.44406816	None	0.4319534	0.0011826
6512	2022-01-05	1	D2	32	26	tube_tip	0.0458118	0.67184865	0.0	0.698715	0.0030386858	None	0.00151934	0.68528182
6513	2022-01-05	1	D2	32	26	tube_tip	0.04567896	0.9777704	0.9960492	1.0	1.0	None	0.9980246	0.9888852
6514	2022-01-05	1	D2	32	26	tube_tip	0.04531271	0.00020533532	0.34151396	0.0022793044	0.36625513	None	0.35388454	0.00124232
6515	2022-01-05	1	D2	32	26	tube_tip	0.045304473	9.855488e-06	0.75158674	0.0024144447	0.7767107	None	0.76414872	0.00121215
6516	2022-01-05	1	D2	32	26	tube_tip	0.045293786	0.0003841326	0.4394294	0.001887674	0.46350455	None	0.45146698	0.0011359
6517	2022-01-05	1	D2	32	26	tube_tip	0.04504026	0.322274	0.61306715	0.34401354	0.632818	None	0.62294257	0.33314377
6518	2022-01-05	1	D2	32	26	tube_tip	0.04501717	0.94130677	0.101593666	0.96194214	0.12006103	None	0.11082735	0.95162445
6520	2022-01-05	1	D2	32	26	tube_tip	0.04433483	0.0	0.9344236	0.002469805	0.96091396	None	0.94766878	0.0012349
6522	2022-01-05	1	D2	32	26	tube_tip	0.043692265	0.00025054207	0.32201362	0.0021386764	0.3466769	None	0.33434526	0.00119461
6524	2022-01-05	1	D2	32	26	tube_tip	0.043488372	0.81265974	0.07205046	0.83871305	0.09678178	None	0.08441612	0.8256864
6525	2022-01-05	1	D2	32	26	tube_tip	0.043435715	0.000257532	0.50559133	0.00201659	0.53025657	None	0.51792395	0.00113706
6526	2022-01-05	1	D2	32	26	tube_tip	0.043353923	0.00026620267	0.653997	0.0019826584	0.6786497	None	0.66632335	0.00112443
6527	2022-01-05	1	D2	32	26	tube_tip	0.043174893	0.032464206	0.38601673	0.05634313	0.40702003	None	0.39651838	0.04440367
6529	2022-01-05	1	D2	32	26	tube_tip	0.042616703	0.00022909604	0.7044765	0.0021301205	0.7298181	None	0.7171473	0.00117961
6530	2022-01-05	1	D2	32	26	tube_tip	0.042424213	0.00031608087	0.67323935	0.0019587574	0.69851947	None	0.68587941	0.00113742
6531	2022-01-05	1	D2	32	26	tube_tip	0.042072352	0.48062626	0.0	0.5074597	0.0026321807	None	0.00131609	0.49404298
6533	2022-01-05	1	D2	32	26	tube_tip	0.041895963	0.24927859	0.75738144	0.2711118	0.77716947	None	0.76727546	0.2601952
6534	2022-01-05	1	D2	32	26	tube_tip	0.041834027	0.00021037186	0.5485533	0.0019926352	0.5731928	None	0.56087305	0.0011015
6535	2022-01-05	1	D2	32	26	tube_tip	0.041668434	0.00025484606	0.48169824	0.0020399317	0.50724155	None	0.4944699	0.00114739
6536	2022-01-05	1	D2	32	26	tube_tip	0.04159822	0.80724335	0.3622028	0.8303218	0.3842866	None	0.3732447	0.81878258
6538	2022-01-05	1	D2	32	26	tube_tip	0.041546583	0.753655	0.99671024	0.7816573	0.9992402	None	0.99797522	0.76765615
6539	2022-01-05	1	D2	32	26	tube_tip	0.041520793	0.99614584	0.7385765	1.0	0.76485175	None	0.75171412	0.99807292
6540	2022-01-05	1	D2	32	26	tube_tip	0.04142485	0.6826437	0.16379213	0.70326096	0.18231446	None	0.1730533	0.69295233
6541	2022-01-05	1	D2	32	26	tube_tip	0.04137011	0.99654996	0.15997522	1.0	0.1871484	None	0.17356181	0.99827498
6542	2022-01-05	1	D2	32	26	tube_tip	0.041160867	0.38211158	0.0	0.4107012	0.0031790477	None	0.00158952	0.39640639
6546	2022-01-05	1	D2	32	26	tube_tip	0.040552177	0.7091033	0.9968665	0.732094	0.9996025	None	0.9982345	0.72059865
6547	2022-01-05	1	D2	32	26	tube_tip	0.040254373	0.00014240254	0.57971907	0.002078927	0.6045456	None	0.59213234	0.00111066
6550	2022-01-05	1	D2	32	26	tube_tip	0.039847642	0.777098	0.0	0.80463666	0.0028479234	None	0.00142396	0.79086733
6551	2022-01-05	1	D2	32	26	tube_tip	0.039756637	0.99670386	0.28509158	1.0	0.31202054	None	0.29855606	0.99835193
6552	2022-01-05	1	D2	32	26	tube_tip	0.039611954	0.99631834	0.8280985	1.0	0.8549326	None	0.84151555	0.99815917
6553	2022-01-05	1	D2	32	26	tube_tip	0.03940967	0.00015548035	0.59926045	0.0020512887	0.62404525	None	0.61165285	0.00110338
6557	2022-01-05	1	D2	32	26	tube_tip	0.038180463	0.89377666	0.0	0.92221904	0.0033275606	None	0.00166378	0.90799785
6558	2022-01-05	1	D2	32	26	tube_tip	0.03786278	0.14322981	0.9647022	0.16528091	0.9850283	None	0.97486525	0.15425536
6559	2022-01-05	1	D2	32	26	tube_tip	0.0377543	0.0	0.20466739	0.0023741103	0.22960919	None	0.21713829	0.00118706
6560	2022-01-05	1	D2	32	26	tube_tip	0.037718244	0.99661463	0.59362125	1.0	0.62090814	None	0.6072647	0.99830731
6561	2022-01-05	1	D2	32	26	tube_tip	0.037611518	0.00010447472	0.15749046	0.0022986475	0.18314433	None	0.1703174	0.00120156
6562	2022-01-05	1	D2	32	26	tube_tip	0.037574474	0.99654984	0.542929	1.0	0.56987935	None	0.55640417	0.99827492
6563	2022-01-05	1	D2	32	26	tube_tip	0.037539005	4.7540525e-05	0.13813245	0.0025272768	0.1634874	None	0.15080993	0.00128741
6564	2022-01-05	1	D2	32	26	tube_tip	0.03741801	0.0	0.23183943	0.0023080306	0.25700274	None	0.24442108	0.00115402
6565	2022-01-05	1	D2	32	26	tube_tip	0.03740795	0.0	0.19285998	0.0024119304	0.21803045	None	0.20544522	0.00120597
6566	2022-01-05	1	D2	32	26	tube_tip	0.03740793	0.096677646	0.3277924	0.11801614	0.34810877	None	0.33795058	0.10734689
6567	2022-01-05	1	D2	32	26	tube_tip	0.03720691	0.99635786	0.58134574	1.0	0.6094108	None	0.59537827	0.99817893
6568	2022-01-05	1	D2	32	26	tube_tip	0.037010647	0.6170052	0.0	0.6443534	0.0031461741	None	0.00157309	0.6306793
6572	2022-01-05	1	D2	32	26	tube_tip	0.03636834	0.99678797	0.5275381	1.0	0.55406696	None	0.54080253	0.99839398
6578	2022-01-05	1	D2	33	26	tube_tip	0.70628196	0.6712312	0.43383926	0.6914095	0.45315015	None	0.4434947	0.68132035
6580	2022-01-05	1	D2	33	26	tube_tip	0.69660985	0.12493242	0.27818766	0.14365537	0.29623327	None	0.28721047	0.1342939
6582	2022-01-05	1	D2	33	26	tube_tip	0.6941171	0.5578703	0.9139653	0.57761914	0.93294424	None	0.92345477	0.56774472
6583	2022-01-05	1	D2	33	26	tube_tip	0.6935641	0.71079284	0.82359016	0.73162323	0.8438364	None	0.83371328	0.72120804
6584	2022-01-05	1	D2	33	26	tube_tip	0.6925424	0.07879788	0.67647535	0.09728928	0.6943241	None	0.68539972	0.08804358
6592	2022-01-05	1	D2	33	26	tube_tip	0.6612073	0.7186201	0.38386327	0.73752743	0.40203935	None	0.39295131	0.72807376
6594	2022-01-05	1	D2	33	26	tube_tip	0.6574828	0.21749324	0.803939	0.23786321	0.8235476	None	0.8137433	0.22767822
6599	2022-01-05	1	D2	33	26	tube_tip	0.6363622	0.0038036425	0.79670477	0.022130065	0.8147507	None	0.80572774	0.01296685
6601	2022-01-05	1	D2	33	26	tube_tip	0.62924856	0.2587282	0.3766507	0.277089	0.3943901	None	0.3855204	0.2679086
6607	2022-01-05	1	D2	33	26	tube_tip	0.5977934	0.51958853	0.38205206	0.5399646	0.40169972	None	0.39187589	0.52977656
6609	2022-01-05	1	D2	33	26	tube_tip	0.59245384	0.395698	0.107299075	0.41396934	0.12489477	None	0.11609692	0.40483367
6611	2022-01-05	1	D2	33	26	tube_tip	0.58887047	0.6304653	0.27530116	0.6480921	0.29237944	None	0.2838403	0.6392787
6612	2022-01-05	1	D2	33	26	tube_tip	0.58185023	0.79364544	0.3175907	0.8132821	0.33669883	None	0.32714476	0.80346377
6613	2022-01-05	1	D2	33	26	tube_tip	0.5780131	0.078293264	0.34038383	0.095641494	0.35691375	None	0.34864879	0.08696738
6615	2022-01-05	1	D2	33	26	tube_tip	0.55854326	0.78932345	0.93933934	0.8073925	0.9569419	None	0.94814062	0.79835798
6616	2022-01-05	1	D2	33	26	tube_tip	0.5582837	0.50246274	0.015240168	0.5223856	0.03414736	None	0.02469376	0.51242417
6618	2022-01-05	1	D2	33	26	tube_tip	0.5514349	0.3215259	0.35303748	0.340292	0.37145513	None	0.3622463	0.33090895
6619	2022-01-05	1	D2	33	26	tube_tip	0.550469	0.081741504	0.21855254	0.10080322	0.23668163	None	0.22761708	0.09127236
6620	2022-01-05	1	D2	33	26	tube_tip	0.5489033	0.08738009	0.3162706	0.10540264	0.3338257	None	0.32504815	0.09639136
6621	2022-01-05	1	D2	33	26	tube_tip	0.5436984	0.4656962	0.080177285	0.48393092	0.09786127	None	0.08901928	0.47481356
6622	2022-01-05	1	D2	33	26	tube_tip	0.5351854	0.07610109	0.27396014	0.09350865	0.2905644	None	0.28226227	0.08480487
6624	2022-01-05	1	D2	33	26	tube_tip	0.5137745	0.3806937	0.5277593	0.3993548	0.5458684	None	0.53681385	0.39002425
6625	2022-01-05	1	D2	33	26	tube_tip	0.5097493	0.8484651	0.0	0.86563015	0.014710713	None	0.00735536	0.85704762
6626	2022-01-05	1	D2	33	26	tube_tip	0.5078304	0.6985904	0.14397307	0.71763873	0.1617438	None	0.15285844	0.70811456
6627	2022-01-05	1	D2	33	26	tube_tip	0.49136806	0.14554967	0.9095067	0.1645286	0.9281869	None	0.9188468	0.15503914
6628	2022-01-05	1	D2	33	26	tube_tip	0.48279247	0.564638	0.052940123	0.5825778	0.070438854	None	0.06168949	0.5736079
6630	2022-01-05	1	D2	33	26	tube_tip	0.46541995	0.49394408	0.16760133	0.5126197	0.18559535	None	0.17659834	0.50328189
6632	2022-01-05	1	D2	33	26	tube_tip	0.45378006	0.8151332	0.3038635	0.83479166	0.32232133	None	0.31309242	0.82496243
6633	2022-01-05	1	D2	33	26	tube_tip	0.4492546	0.9268487	0.097540796	0.9450504	0.11484991	None	0.10619535	0.93594955
6634	2022-01-05	1	D2	33	26	tube_tip	0.38227648	0.042427905	0.780465	0.061182797	0.7988328	None	0.7896489	0.05180535
6635	2022-01-05	1	D2	33	26	tube_tip	0.2862924	0.14470857	0.8996931	0.16358766	0.91764265	None	0.90866788	0.15414812
6637	2022-01-05	1	D2	33	26	tube_tip	0.18044314	0.38663933	0.121958405	0.4051397	0.13849097	None	0.13022469	0.39588952
6638	2022-01-05	1	D2	33	26	tube_tip	0.17315139	0.18575147	0.0	0.20800003	0.0045716986	None	0.00228585	0.19687575
6641	2022-01-05	1	D2	33	26	tube_tip	0.13016072	0.712454	0.9790392	0.7305698	0.9956732	None	0.9873562	0.7215119
6643	2022-01-05	1	D2	33	26	tube_tip	0.12670885	0.37429965	0.18428318	0.39427406	0.20318903	None	0.1937361	0.38428686
6644	2022-01-05	1	D2	33	26	tube_tip	0.12074777	0.6453018	0.9955699	0.67025065	0.99936825	None	0.99746908	0.65777622
6645	2022-01-05	1	D2	33	26	tube_tip	0.11725914	0.5128192	0.9941915	0.5383661	1.0	None	0.99709575	0.52559265
6646	2022-01-05	1	D2	33	26	tube_tip	0.11501527	0.7003147	0.96395236	0.71990174	0.98292226	None	0.97343731	0.71010822
6649	2022-01-05	1	D2	33	26	tube_tip	0.10005386	0.99177855	0.0	1.0	0.006619441	None	0.00330972	0.99588928
6650	2022-01-05	1	D2	33	26	tube_tip	0.09896401	0.34403318	0.99577254	0.37046456	0.9993445	None	0.99755852	0.35724887
6652	2022-01-05	1	D2	33	26	tube_tip	0.09597537	0.8195758	0.3755988	0.8398391	0.3942895	None	0.38494415	0.82970745
6653	2022-01-05	1	D2	33	26	tube_tip	0.094579406	0.0007003464	0.84196067	0.004372661	0.8660513	None	0.85400598	0.0025365
6654	2022-01-05	1	D2	33	26	tube_tip	0.094310485	0.0	0.9925668	0.005520761	1.0	None	0.9962834	0.00276038
6655	2022-01-05	1	D2	33	26	tube_tip	0.09129031	0.70883435	0.0	0.73226386	0.003177657	None	0.00158883	0.7205491
6656	2022-01-05	1	D2	33	26	tube_tip	0.088181	0.93036354	0.9957105	0.95647955	0.99932015	None	0.99751532	0.94342154
6659	2022-01-05	1	D2	33	26	tube_tip	0.08511649	0.48016348	0.07830716	0.50107133	0.09755457	None	0.08793086	0.4906174
6661	2022-01-05	1	D2	33	26	tube_tip	0.078508995	0.378859	0.13952675	0.3988373	0.16019306	None	0.14985991	0.38884815
6662	2022-01-05	1	D2	33	26	tube_tip	0.07639088	0.722594	0.9417059	0.7416755	0.95944375	None	0.95057482	0.73213475
6663	2022-01-05	1	D2	33	26	tube_tip	0.075419106	0.70512694	0.0026346864	0.72824603	0.01625508	None	0.00944488	0.71668648
6664	2022-01-05	1	D2	33	26	tube_tip	0.07477492	0.36297888	0.99644303	0.3910612	0.99934554	None	0.99789428	0.37702004
6665	2022-01-05	1	D2	33	26	tube_tip	0.07302074	0.9963923	0.017206466	1.0	0.040968396	None	0.02908743	0.99819615
6668	2022-01-05	1	D2	33	26	tube_tip	0.07118786	0.5539108	0.15675783	0.5753016	0.17620996	None	0.1664839	0.5646062
6669	2022-01-05	1	D2	33	26	tube_tip	0.06838037	0.9922906	0.9932366	1.0	1.0	None	0.9966183	0.9961453
6670	2022-01-05	1	D2	33	26	tube_tip	0.0677634	0.53137493	0.14438379	0.55157125	0.16388187	None	0.15413283	0.54147309
6673	2022-01-05	1	D2	33	26	tube_tip	0.06555471	0.000593642	0.8564664	0.0024222464	0.8827299	None	0.86959815	0.00150794
6674	2022-01-05	1	D2	33	26	tube_tip	0.064647265	0.5015317	0.0	0.52525795	0.0026868335	None	0.00134342	0.51339482
6675	2022-01-05	1	D2	33	26	tube_tip	0.06382332	0.3800614	0.19524388	0.4030375	0.21519242	None	0.20521815	0.39154945
6677	2022-01-05	1	D2	33	26	tube_tip	0.06310419	0.5302181	0.34391636	0.55118394	0.36354804	None	0.3537322	0.54070102
6678	2022-01-05	1	D2	33	26	tube_tip	0.06302018	0.99532354	0.91480434	1.0	0.9394349	None	0.92711962	0.99766177
6679	2022-01-05	1	D2	33	26	tube_tip	0.06285498	0.16753459	0.022060137	0.19439432	0.044660132	None	0.03336013	0.18096446
6680	2022-01-05	1	D2	33	26	tube_tip	0.06166949	0.16040806	0.0	0.18696345	0.0032275654	None	0.00161378	0.17368576
6683	2022-01-05	1	D2	33	26	tube_tip	0.058684085	0.8633113	0.9967357	0.89090085	0.9991524	None	0.99794405	0.87710608
6685	2022-01-05	1	D2	33	26	tube_tip	0.058149192	0.6819578	0.16090792	0.7026295	0.17866668	None	0.1697873	0.69229365
6688	2022-01-05	1	D2	33	26	tube_tip	0.054903917	0.03665267	0.365989	0.059652783	0.38725218	None	0.37662059	0.04815273
6689	2022-01-05	1	D2	33	26	tube_tip	0.05479358	0.99491787	0.9795397	1.0	1.0	None	0.98976985	0.99745894
6693	2022-01-05	1	D2	33	26	tube_tip	0.053558707	0.88263685	0.99681175	0.91072017	0.9991163	None	0.99796402	0.89667851
6695	2022-01-05	1	D2	33	26	tube_tip	0.053396728	0.99688745	0.08719423	0.9999622	0.111789174	None	0.0994917	0.99842482
6696	2022-01-05	1	D2	33	26	tube_tip	0.053063884	0.0	0.77528876	0.0027512643	0.79961497	None	0.78745186	0.00137563
6699	2022-01-05	1	D2	33	26	tube_tip	0.05248498	0.996079	0.8284554	1.0	0.8544838	None	0.8414696	0.9980395
6702	2022-01-05	1	D2	33	26	tube_tip	0.052116703	0.99640286	0.52743185	1.0	0.55408907	None	0.54076046	0.99820143
6703	2022-01-05	1	D2	33	26	tube_tip	0.052102394	0.0005617278	0.8995311	0.0020579705	0.92568314	None	0.91260712	0.00130985
6705	2022-01-05	1	D2	33	26	tube_tip	0.05120138	0.99604875	0.3708776	1.0	0.3980128	None	0.3844452	0.99802438
6706	2022-01-05	1	D2	33	26	tube_tip	0.05112063	0.14034705	0.0	0.1679887	0.0031858461	None	0.00159292	0.15416788
6707	2022-01-05	1	D2	33	26	tube_tip	0.050923012	0.55800676	0.9963974	0.58655393	0.9992932	None	0.9978453	0.57228034
6711	2022-01-05	1	D2	33	26	tube_tip	0.049395293	0.8358205	0.99700403	0.86381334	0.99895227	None	0.99797815	0.84981692
6713	2022-01-05	1	D2	33	26	tube_tip	0.049157284	0.015140717	0.0	0.04304596	0.003265496	None	0.00163275	0.02909334
6716	2022-01-05	1	D2	33	26	tube_tip	0.048462473	0.9960508	0.85969913	1.0	0.88627243	None	0.87298578	0.9980254
6717	2022-01-05	1	D2	33	26	tube_tip	0.048363604	0.06144381	0.2845553	0.08364798	0.30606672	None	0.29531101	0.0725459
6719	2022-01-05	1	D2	33	26	tube_tip	0.048146237	0.05433932	0.2951438	0.07660529	0.31728187	None	0.30621284	0.06547231
6721	2022-01-05	1	D2	33	26	tube_tip	0.04792832	0.5581685	0.32403448	0.57951087	0.34382835	None	0.33393142	0.56883968
6724	2022-01-05	1	D2	33	26	tube_tip	0.046725478	0.99596316	0.6839118	1.0	0.71018636	None	0.69704908	0.99798158
6730	2022-01-05	1	D2	33	26	tube_tip	0.046080977	0.051120583	0.9966396	0.077937074	0.9995332	None	0.9980864	0.06452883
6732	2022-01-05	1	D2	33	26	tube_tip	0.045425452	0.000109173125	0.36106604	0.0023726046	0.38574642	None	0.37340623	0.00124089
6735	2022-01-05	1	D2	33	26	tube_tip	0.045288067	0.032239396	0.38578832	0.056622494	0.4072854	None	0.39653686	0.04443094
6736	2022-01-05	1	D2	33	26	tube_tip	0.045257285	0.058541268	0.0	0.08575201	0.0029678931	None	0.00148395	0.07214664
6738	2022-01-05	1	D2	33	26	tube_tip	0.044847682	0.0	0.74355847	0.0023890515	0.76908296	None	0.75632072	0.00119453
6740	2022-01-05	1	D2	33	26	tube_tip	0.04443115	0.9966007	0.16001779	1.0	0.18717873	None	0.17359826	0.99830035
6741	2022-01-05	1	D2	33	26	tube_tip	0.044274703	0.00027284643	0.3963152	0.0022017322	0.42087498	None	0.40859509	0.00123729
6743	2022-01-05	1	D2	33	26	tube_tip	0.04382427	0.9963965	0.7425474	1.0	0.7683997	None	0.75547355	0.99819825
6747	2022-01-05	1	D2	33	26	tube_tip	0.04298331	0.0003370589	0.4313555	0.0019979659	0.45603034	None	0.44369292	0.00116751
6748	2022-01-05	1	D2	33	26	tube_tip	0.042921975	0.67173743	0.0	0.69878757	0.0029515405	None	0.00147577	0.6852625
6750	2022-01-05	1	D2	33	26	tube_tip	0.04266204	0.00029501703	0.42342985	0.0020806533	0.44831467	None	0.43587226	0.00118784
6751	2022-01-05	1	D2	33	26	tube_tip	0.042572726	0.81286097	0.07239567	0.8388995	0.09712082	None	0.08475824	0.82588024
6752	2022-01-05	1	D2	33	26	tube_tip	0.042370375	0.5273605	0.0	0.55448025	0.002975815	None	0.00148791	0.54092038
6753	2022-01-05	1	D2	33	26	tube_tip	0.042347346	0.00033415668	0.31045806	0.0020043962	0.33478975	None	0.3226239	0.00116928
6754	2022-01-05	1	D2	33	26	tube_tip	0.04222348	0.99749213	0.051441006	0.9996266	0.0772988	None	0.0643699	0.99855936
6755	2022-01-05	1	D2	33	26	tube_tip	0.042164046	0.0003020679	0.67337435	0.0019285143	0.69842297	None	0.68589866	0.00111529
6759	2022-01-05	1	D2	33	26	tube_tip	0.041807935	0.80685043	0.3621987	0.8305203	0.3845824	None	0.37339055	0.81868536
6761	2022-01-05	1	D2	33	26	tube_tip	0.04166298	0.00028234127	0.7046264	0.0019894312	0.72963303	None	0.71712972	0.00113589
6763	2022-01-05	1	D2	33	26	tube_tip	0.041170854	0.8942258	0.0	0.9218444	0.0032571289	None	0.00162856	0.9080351
6765	2022-01-05	1	D2	33	26	tube_tip	0.04093264	0.00028014387	0.5133375	0.0019631474	0.5381535	None	0.5257455	0.00112165
6767	2022-01-05	1	D2	33	26	tube_tip	0.040002983	0.0	0.22825338	0.0023190891	0.25286704	None	0.24056021	0.00115954
6769	2022-01-05	1	D2	33	26	tube_tip	0.039947864	0.00026355486	0.6266349	0.0019112116	0.6513484	None	0.63899165	0.00108738
6770	2022-01-05	1	D2	33	26	tube_tip	0.039909177	0.9966873	0.77759737	1.0	0.80382055	None	0.79070896	0.99834365
6776	2022-01-05	1	D2	33	26	tube_tip	0.03944895	0.00018364505	0.57582617	0.0020104935	0.60063267	None	0.58822942	0.00109707
6777	2022-01-05	1	D2	33	26	tube_tip	0.03933459	0.99654734	0.7658699	1.0	0.79215246	None	0.77901118	0.99827367
6779	2022-01-05	1	D2	33	26	tube_tip	0.039225526	0.00020811317	0.60705096	0.0019885395	0.6318845	None	0.61946773	0.00109833
6781	2022-01-05	1	D2	33	26	tube_tip	0.0385096	0.2495146	0.75732917	0.27127552	0.7773544	None	0.76734178	0.26039506
6782	2022-01-05	1	D2	33	26	tube_tip	0.038205314	0.0	0.20475136	0.0022504725	0.22948663	None	0.21711899	0.00112524
6785	2022-01-05	1	D2	33	26	tube_tip	0.038021374	0.1431886	0.9642182	0.16576523	0.98566455	None	0.97494138	0.15447692
6786	2022-01-05	1	D2	33	26	tube_tip	0.037825298	0.81654435	0.35002398	0.84179515	0.37383074	None	0.36192736	0.82916975
6787	2022-01-05	1	D2	33	26	tube_tip	0.037785254	5.1534735e-06	0.16536677	0.0023380483	0.19079542	None	0.1780811	0.0011716
6788	2022-01-05	1	D2	33	26	tube_tip	0.037743744	0.99669665	0.2579406	1.0	0.2845698	None	0.2712552	0.99834832
6789	2022-01-05	1	D2	33	26	tube_tip	0.037382353	0.99686086	0.58187944	1.0	0.60899156	None	0.5954355	0.99843043
6794	2022-01-05	1	D2	34	26	tube_tip	0.7010875	0.5585899	0.9105078	0.57811505	0.92941177	None	0.91995978	0.56835248
6798	2022-01-05	1	D2	34	26	tube_tip	0.6792873	0.49252087	0.16829912	0.51220423	0.1872427	None	0.17777091	0.50236255
6800	2022-01-05	1	D2	34	26	tube_tip	0.6710453	0.70005774	0.14102452	0.71891105	0.1591715	None	0.15009801	0.7094844
6801	2022-01-05	1	D2	34	26	tube_tip	0.668464	0.2617959	0.37234324	0.2794884	0.3894645	None	0.38090387	0.27064215
6805	2022-01-05	1	D2	34	26	tube_tip	0.66207	0.32086593	0.34463197	0.33916175	0.36223376	None	0.35343287	0.33001384
6807	2022-01-05	1	D2	34	26	tube_tip	0.6497108	0.7926837	0.31574786	0.81270003	0.33494347	None	0.32534566	0.80269186
6808	2022-01-05	1	D2	34	26	tube_tip	0.64664835	0.66866076	0.4294506	0.6887717	0.44873735	None	0.43909398	0.67871623
