	date	run	well	timepoint	tempc	class	score	ymin	xmin	ymax	xmax	ID	centroid_x	centroid_y
4599	2022-01-05	1	D2	23	26	tube_tip	0.039893474	3.591203e-05	0.6768812	0.002266231	0.7026354	None	0.6897583	0.00115107
4600	2022-01-05	1	D2	23	26	tube_tip	0.039594356	0.0	0.58326435	0.0024939366	0.60869837	None	0.59598136	0.00124697
4601	2022-01-05	1	D2	23	26	tube_tip	0.03957855	7.032917e-05	0.4581757	0.0023155184	0.48392078	None	0.47104824	0.00119292
4602	2022-01-05	1	D2	23	26	tube_tip	0.03922044	0.9963567	0.6561781	1.0	0.6829599	None	0.669569	0.99817835
4603	2022-01-05	1	D2	23	26	tube_tip	0.03917304	0.0	0.547693	0.0023573518	0.5740875	None	0.56089025	0.00117868
4605	2022-01-05	1	D2	23	26	tube_tip	0.038905315	0.0	0.26286405	0.0024186336	0.28852367	None	0.27569386	0.00120932
4607	2022-01-05	1	D2	23	26	tube_tip	0.03810746	0.0	0.24730083	0.0023273518	0.27283254	None	0.26006669	0.00116368
4608	2022-01-05	1	D2	23	26	tube_tip	0.038025897	0.5229697	0.3448531	0.5487709	0.36928147	None	0.35706728	0.5358703
4609	2022-01-05	1	D2	23	26	tube_tip	0.03770075	0.0	0.29370472	0.002468055	0.32029113	None	0.30699792	0.00123403
4612	2022-01-05	1	D2	23	26	tube_tip	0.037057716	0.99644	0.68368787	1.0	0.71015555	None	0.69692171	0.99822
4613	2022-01-05	1	D2	23	26	tube_tip	0.037021704	0.00020384253	0.73096013	0.0021945694	0.7581172	None	0.74453867	0.00119921
4614	2022-01-05	1	D2	23	26	tube_tip	0.03678038	0.9967146	0.77754897	1.0	0.8039102	None	0.79072958	0.9983573
4615	2022-01-05	1	D2	23	26	tube_tip	0.03668712	0.99694824	0.54275936	1.0	0.57003886	None	0.55639911	0.99847412
4616	2022-01-05	1	D2	23	26	tube_tip	0.036654998	0.0	0.60668325	0.0024253791	0.6320752	None	0.61937922	0.00121269
4617	2022-01-05	1	D2	23	26	tube_tip	0.03653643	0.0	0.63404155	0.0023304555	0.6593925	None	0.64671703	0.00116523
4619	2022-01-05	1	D2	23	26	tube_tip	0.036171027	0.0	0.08641657	0.0025314158	0.11350116	None	0.09995886	0.00126571
4631	2022-01-05	1	D2	24	26	tube_tip	0.691208	0.83204395	0.043278076	0.8506214	0.061309822	None	0.05229395	0.84133268
4635	2022-01-05	1	D2	24	26	tube_tip	0.6649762	0.527805	0.39923447	0.547302	0.41827464	None	0.40875456	0.5375535
4638	2022-01-05	1	D2	24	26	tube_tip	0.65775204	0.6789258	0.45787737	0.69911057	0.4774098	None	0.46764358	0.68901818
4640	2022-01-05	1	D2	24	26	tube_tip	0.6554748	0.566266	0.101303324	0.58504933	0.11947842	None	0.11039087	0.57565767
4642	2022-01-05	1	D2	24	26	tube_tip	0.6466834	0.51052755	0.15568575	0.5306445	0.17494047	None	0.16531311	0.52058603
4643	2022-01-05	1	D2	24	26	tube_tip	0.6423486	0.01842938	0.81189513	0.038319923	0.8311132	None	0.82150416	0.02837465
4644	2022-01-05	1	D2	24	26	tube_tip	0.6417318	0.11264224	0.29816234	0.13188577	0.31671262	None	0.30743748	0.122264
4648	2022-01-05	1	D2	24	26	tube_tip	0.61253387	0.14496434	0.94134194	0.16435131	0.9602222	None	0.95078207	0.15465782
4650	2022-01-05	1	D2	24	26	tube_tip	0.6050897	0.7133381	0.40964445	0.7335213	0.4289609	None	0.41930267	0.7234297
4652	2022-01-05	1	D2	24	26	tube_tip	0.5939319	0.08523354	0.26140139	0.10467358	0.2799107	None	0.27065604	0.09495356
4654	2022-01-05	1	D2	24	26	tube_tip	0.586353	0.6848572	0.16000172	0.7040283	0.17854619	None	0.16927395	0.69444275
4655	2022-01-05	1	D2	24	26	tube_tip	0.5811806	0.54935986	0.9495981	0.5693043	0.968753	None	0.95917555	0.55933208
4656	2022-01-05	1	D2	24	26	tube_tip	0.57458824	0.7015232	0.80907685	0.7220293	0.8287229	None	0.81889988	0.71177625
4658	2022-01-05	1	D2	24	26	tube_tip	0.57217014	0.06183844	0.7102892	0.080995284	0.72858745	None	0.71943832	0.07141686
4659	2022-01-05	1	D2	24	26	tube_tip	0.5680004	0.8844851	0.11508532	0.90203893	0.13217328	None	0.1236293	0.89326202
4661	2022-01-05	1	D2	24	26	tube_tip	0.561745	0.8035666	0.32727596	0.8235451	0.3463727	None	0.33682433	0.81355585
4663	2022-01-05	1	D2	24	26	tube_tip	0.5394877	0.06170693	0.34750643	0.080601335	0.36550882	None	0.35650762	0.07115413
4664	2022-01-05	1	D2	24	26	tube_tip	0.53687745	0.5819561	0.30363834	0.60194963	0.32260573	None	0.31312204	0.59195286
4665	2022-01-05	1	D2	24	26	tube_tip	0.5337854	0.4312637	0.09887682	0.44981855	0.11715585	None	0.10801634	0.44054112
4667	2022-01-05	1	D2	24	26	tube_tip	0.52719355	0.23136336	0.7878692	0.2515329	0.8072313	None	0.79755025	0.24144813
4668	2022-01-05	1	D2	24	26	tube_tip	0.5006995	0.49734315	0.04042492	0.5168421	0.059564173	None	0.04999455	0.50709262
4669	2022-01-05	1	D2	24	26	tube_tip	0.49879307	0.75046194	0.9446338	0.769215	0.9626135	None	0.95362365	0.75983847
4670	2022-01-05	1	D2	24	26	tube_tip	0.4897693	0.054372773	0.36012143	0.07412897	0.37916732	None	0.36964438	0.06425087
4671	2022-01-05	1	D2	24	26	tube_tip	0.47886246	0.35670838	0.56397116	0.3759515	0.5828241	None	0.57339763	0.36632994
4674	2022-01-05	1	D2	24	26	tube_tip	0.41919723	0.05246436	0.29092583	0.07062431	0.30881456	None	0.2998702	0.06154434
4676	2022-01-05	1	D2	24	26	tube_tip	0.2605217	0.713061	0.9792624	0.7296053	0.9948928	None	0.9870776	0.72133315
4677	2022-01-05	1	D2	24	26	tube_tip	0.21420042	0.70005393	0.9644012	0.718992	0.9825799	None	0.97349055	0.70952296
4678	2022-01-05	1	D2	24	26	tube_tip	0.21125397	0.0	0.8413988	0.011130834	0.8649296	None	0.8531642	0.00556542
4679	2022-01-05	1	D2	24	26	tube_tip	0.19255888	0.34597838	0.9896313	0.3678804	1.0	None	0.99481565	0.35692939
4680	2022-01-05	1	D2	24	26	tube_tip	0.17491603	0.18532142	0.0	0.20839235	0.004133635	None	0.00206682	0.19685688
4681	2022-01-05	1	D2	24	26	tube_tip	0.14794263	0.17086719	0.9885112	0.19166999	1.0	None	0.9942556	0.18126859
4682	2022-01-05	1	D2	24	26	tube_tip	0.13899848	0.7010339	0.0007990259	0.72533196	0.0106277075	None	0.00571337	0.71318293
4683	2022-01-05	1	D2	24	26	tube_tip	0.13626297	0.4697766	0.9954835	0.49436095	0.9996754	None	0.99757945	0.48206878
4684	2022-01-05	1	D2	24	26	tube_tip	0.12160438	0.50918025	0.9960834	0.533753	0.9991243	None	0.99760385	0.52146662
4685	2022-01-05	1	D2	24	26	tube_tip	0.11373296	0.6451129	0.9955609	0.67013025	0.999475	None	0.99751795	0.65762158
4688	2022-01-05	1	D2	24	26	tube_tip	0.09299478	0.0	0.0	0.0059388373	0.0066939862	None	0.00334699	0.00296942
4690	2022-01-05	1	D2	24	26	tube_tip	0.089488976	0.0	0.13077396	0.014687162	0.16110727	None	0.14594062	0.00734358
4693	2022-01-05	1	D2	24	26	tube_tip	0.08808385	0.36377832	0.996332	0.38993487	0.9991526	None	0.9977423	0.3768566
4695	2022-01-05	1	D2	24	26	tube_tip	0.08325428	0.99219376	0.9927847	1.0	1.0	None	0.99639235	0.99609688
4696	2022-01-05	1	D2	24	26	tube_tip	0.08198407	0.11780132	0.0	0.14369552	0.003265136	None	0.00163257	0.13074842
4698	2022-01-05	1	D2	24	26	tube_tip	0.07988585	0.8159792	0.3324221	0.8371441	0.35272595	None	0.34257402	0.82656165
4700	2022-01-05	1	D2	24	26	tube_tip	0.0742736	0.9950737	0.37219742	1.0	0.39644864	None	0.38432303	0.99753685
4701	2022-01-05	1	D2	24	26	tube_tip	0.07401244	0.03790591	0.38738742	0.059058577	0.40515926	None	0.39627334	0.04848224
4703	2022-01-05	1	D2	24	26	tube_tip	0.072985366	0.55491865	0.1578927	0.57323325	0.17387581	None	0.16588425	0.56407595
4706	2022-01-05	1	D2	24	26	tube_tip	0.07094995	0.8408113	0.0	0.86631674	0.0033834768	None	0.00169174	0.85356402
4707	2022-01-05	1	D2	24	26	tube_tip	0.06999501	0.0015684189	0.8642261	0.009861608	0.8903475	None	0.8772868	0.00571501
4709	2022-01-05	1	D2	24	26	tube_tip	0.06810774	0.99610037	0.08367653	1.0	0.10779038	None	0.09573346	0.99805018
4710	2022-01-05	1	D2	24	26	tube_tip	0.06577116	0.9927285	0.0	1.0	0.006792753	None	0.00339638	0.99636425
4713	2022-01-05	1	D2	24	26	tube_tip	0.06354871	0.32375976	0.9963615	0.35227385	0.9994222	None	0.99789185	0.3380168
4718	2022-01-05	1	D2	24	26	tube_tip	0.060776517	0.87956256	0.0	0.90525883	0.0032456312	None	0.00162282	0.89241069
4719	2022-01-05	1	D2	24	26	tube_tip	0.060427155	0.040195785	0.36971706	0.06404624	0.3914541	None	0.38058558	0.05212101
4722	2022-01-05	1	D2	24	26	tube_tip	0.0597028	0.5539872	0.9966354	0.5828658	0.999078	None	0.9978567	0.5684265
4723	2022-01-05	1	D2	24	26	tube_tip	0.05913912	0.99596125	0.12539263	1.0	0.15142854	None	0.13841058	0.99798062
4724	2022-01-05	1	D2	24	26	tube_tip	0.057561822	0.40249217	0.00037831918	0.42983496	0.002886312	None	0.00163232	0.41616356
4726	2022-01-05	1	D2	24	26	tube_tip	0.057172418	0.50069314	0.00066850707	0.5266625	0.0028123213	None	0.00174041	0.51367782
4729	2022-01-05	1	D2	24	26	tube_tip	0.055458535	0.995603	0.9107489	1.0	0.93717057	None	0.92395974	0.9978015
4730	2022-01-05	1	D2	24	26	tube_tip	0.054645687	0.93731314	0.99645394	0.96517795	0.99941653	None	0.99793523	0.95124554
4732	2022-01-05	1	D2	24	26	tube_tip	0.054548893	0.8867145	0.9968796	0.91452295	0.99908185	None	0.99798072	0.90061872
4733	2022-01-05	1	D2	24	26	tube_tip	0.053956047	0.94929695	0.9963942	0.9766408	0.9995199	None	0.99795705	0.96296888
4735	2022-01-05	1	D2	24	26	tube_tip	0.053831868	0.38148558	0.18837197	0.40225774	0.20611228	None	0.19724212	0.39187166
4737	2022-01-05	1	D2	24	26	tube_tip	0.052767027	0.1443485	0.0	0.1719026	0.0031117834	None	0.00155589	0.15812555
4738	2022-01-05	1	D2	24	26	tube_tip	0.052464366	0.8630124	0.99699086	0.89133483	0.99908835	None	0.9980396	0.87717362
4739	2022-01-05	1	D2	24	26	tube_tip	0.05237068	0.23475341	0.00023677503	0.2613598	0.00272788	None	0.00148233	0.2480566
4740	2022-01-05	1	D2	24	26	tube_tip	0.052308522	0.105693385	0.99642843	0.13265978	0.9995671	None	0.99799776	0.11917658
4742	2022-01-05	1	D2	24	26	tube_tip	0.051887464	0.9966551	0.06314147	1.0	0.088981695	None	0.07606158	0.99832755
4743	2022-01-05	1	D2	24	26	tube_tip	0.05181809	0.9648513	0.99600077	0.9920462	0.99994683	None	0.9979738	0.97844875
4744	2022-01-05	1	D2	24	26	tube_tip	0.05168373	0.82387334	0.3442012	0.84441155	0.36395824	None	0.35407972	0.83414244
4745	2022-01-05	1	D2	24	26	tube_tip	0.051670294	0.031214677	0.0	0.05842475	0.0033914028	None	0.0016957	0.04481971
4746	2022-01-05	1	D2	24	26	tube_tip	0.0515594	0.3042165	0.99660146	0.3327738	0.99919605	None	0.99789876	0.31849515
4747	2022-01-05	1	D2	24	26	tube_tip	0.051546063	0.055605747	0.99691916	0.08119512	0.9991034	None	0.99801128	0.06840043
4748	2022-01-05	1	D2	24	26	tube_tip	0.051534656	0.30065635	0.00033876277	0.3285224	0.002910319	None	0.00162454	0.31458938
4749	2022-01-05	1	D2	24	26	tube_tip	0.051499855	0.74637276	0.0004365088	0.7734124	0.0028717753	None	0.00165414	0.75989258
4750	2022-01-05	1	D2	24	26	tube_tip	0.050824564	0.3850775	0.14712663	0.40711072	0.1688173	None	0.15797196	0.39609411
4752	2022-01-05	1	D2	24	26	tube_tip	0.05039093	0.57314956	0.9964768	0.6027435	0.99940807	None	0.99794244	0.58794653
4753	2022-01-05	1	D2	24	26	tube_tip	0.050205667	0.9657747	0.0	0.99098593	0.0032283666	None	0.00161418	0.97838032
4754	2022-01-05	1	D2	24	26	tube_tip	0.050163366	0.89129394	0.0	0.9171724	0.0030423605	None	0.00152118	0.90423317
4756	2022-01-05	1	D2	24	26	tube_tip	0.04988526	0.058912262	0.0	0.08545445	0.00305588	None	0.00152794	0.07218336
4758	2022-01-05	1	D2	24	26	tube_tip	0.049495324	0.5273296	8.1654056e-05	0.55465347	0.0030254382	None	0.00155355	0.54099154
4761	2022-01-05	1	D2	24	26	tube_tip	0.04860423	0.6502584	0.20030291	0.6749699	0.2249492	None	0.21262605	0.66261415
4762	2022-01-05	1	D2	24	26	tube_tip	0.04860066	0.0002018062	0.70074093	0.0022639977	0.72568357	None	0.71321225	0.0012329
4763	2022-01-05	1	D2	24	26	tube_tip	0.048462547	0.9968449	0.05120065	1.0	0.07749326	None	0.06434696	0.99842245
4765	2022-01-05	1	D2	24	26	tube_tip	0.047514305	0.23109625	0.9968865	0.25731453	0.99917436	None	0.99803043	0.24420539
4769	2022-01-05	1	D2	24	26	tube_tip	0.0467926	0.8002838	0.9967644	0.8289192	0.99924207	None	0.99800324	0.8146015
4770	2022-01-05	1	D2	24	26	tube_tip	0.04643877	0.797427	0.0003212262	0.8237712	0.0027222494	None	0.00152174	0.8105991
4772	2022-01-05	1	D2	24	26	tube_tip	0.046045087	0.9959508	0.7929429	1.0	0.819795	None	0.80636895	0.9979754
4774	2022-01-05	1	D2	24	26	tube_tip	0.045896206	0.831588	0.99698436	0.86021155	0.9990039	None	0.99799413	0.84589978
4775	2022-01-05	1	D2	24	26	tube_tip	0.04580942	0.7163707	0.9480359	0.73949945	0.96904284	None	0.95853937	0.72793508
4777	2022-01-05	1	D2	24	26	tube_tip	0.045576345	0.27765483	0.00049649074	0.30444932	0.0026959619	None	0.00159623	0.29105208
4778	2022-01-05	1	D2	24	26	tube_tip	0.04556522	0.9960986	0.7734349	1.0	0.80029297	None	0.78686394	0.9980493
4784	2022-01-05	1	D2	24	26	tube_tip	0.04488842	0.04612857	0.95636743	0.06725246	0.97688025	None	0.96662384	0.05669052
4785	2022-01-05	1	D2	24	26	tube_tip	0.0447185	0.07409995	0.996741	0.10191279	0.9992861	None	0.99801355	0.08800637
4786	2022-01-05	1	D2	24	26	tube_tip	0.044197496	0.031238168	0.32664406	0.05655869	0.3489046	None	0.33777433	0.04389843
4788	2022-01-05	1	D2	24	26	tube_tip	0.04384105	0.532991	0.14944631	0.5575784	0.17241758	None	0.16093194	0.5452847
4789	2022-01-05	1	D2	24	26	tube_tip	0.043689735	0.38648343	0.0006319898	0.41455698	0.0026036636	None	0.00161783	0.4005202
4790	2022-01-05	1	D2	24	26	tube_tip	0.043388397	0.25410342	0.99695593	0.2814271	0.99909204	None	0.99802398	0.26776526
4795	2022-01-05	1	D2	24	26	tube_tip	0.04295624	0.09740889	0.33443835	0.12244679	0.3572918	None	0.34586508	0.10992784
4796	2022-01-05	1	D2	24	26	tube_tip	0.042567782	0.00021962554	0.770641	0.002317856	0.7966586	None	0.7836498	0.00126874
4798	2022-01-05	1	D2	24	26	tube_tip	0.0417349	0.99626994	0.8242712	1.0	0.85117984	None	0.83772552	0.99813497
4799	2022-01-05	1	D2	24	26	tube_tip	0.04167503	5.1561743e-05	0.33650884	0.002593711	0.36350873	None	0.35000878	0.00132264
4802	2022-01-05	1	D2	24	26	tube_tip	0.0412838	0.91026354	0.0	0.9372828	0.0030089184	None	0.00150446	0.92377317
4805	2022-01-05	1	D2	24	26	tube_tip	0.040759176	0.078364335	0.0	0.105044834	0.002734656	None	0.00136733	0.09170458
4807	2022-01-05	1	D2	24	26	tube_tip	0.040655147	0.99647874	0.27341342	1.0	0.30041575	None	0.28691458	0.99823937
4808	2022-01-05	1	D2	24	26	tube_tip	0.040615607	0.6561407	1.42649515e-05	0.68364	0.0029177018	None	0.00146598	0.66989035
4811	2022-01-05	1	D2	24	26	tube_tip	0.040372975	0.9962831	0.6014579	1.0	0.6284638	None	0.61496085	0.99814155
4812	2022-01-05	1	D2	24	26	tube_tip	0.03971053	0.0	0.06795121	0.0028413292	0.09260989	None	0.08028055	0.00142066
4813	2022-01-05	1	D2	24	26	tube_tip	0.039698802	0.9961691	0.7383293	1.0	0.7648996	None	0.75161445	0.99808455
4814	2022-01-05	1	D2	24	26	tube_tip	0.039622433	0.6722439	0.0001351214	0.6986931	0.0025341883	None	0.00133465	0.6854685
4816	2022-01-05	1	D2	24	26	tube_tip	0.039040662	0.0	0.6609866	0.0024978053	0.687246	None	0.6741163	0.0012489
4818	2022-01-05	1	D2	24	26	tube_tip	0.0389047	0.5232553	0.34500945	0.54871017	0.36921084	None	0.35711014	0.53598273
4820	2022-01-05	1	D2	24	26	tube_tip	0.038563248	0.94893205	0.0	0.9766456	0.0032229747	None	0.00161149	0.96278882
4821	2022-01-05	1	D2	24	26	tube_tip	0.038343877	0.9961893	0.64050657	1.0	0.66755503	None	0.6540308	0.99809465
4824	2022-01-05	1	D2	24	26	tube_tip	0.037988275	0.0	0.39174828	0.0024931468	0.41752765	None	0.40463796	0.00124657
4825	2022-01-05	1	D2	24	26	tube_tip	0.03781976	0.996178	0.72629935	1.0	0.7535512	None	0.73992528	0.998089
4826	2022-01-05	1	D2	24	26	tube_tip	0.037740055	0.63273185	0.00039103685	0.6602717	0.0026790625	None	0.00153505	0.64650177
4827	2022-01-05	1	D2	24	26	tube_tip	0.037340272	0.9964155	0.65238893	1.0	0.6789845	None	0.66568672	0.99820775
4828	2022-01-05	1	D2	24	26	tube_tip	0.03730349	0.0002188324	0.7972369	0.0023806542	0.82488334	None	0.81106012	0.00129974
4829	2022-01-05	1	D2	24	26	tube_tip	0.036572978	0.0	0.67649233	0.0023822573	0.7030308	None	0.68976156	0.00119113
4831	2022-01-05	1	D2	24	26	tube_tip	0.0365017	0.0	0.5359155	0.0026836675	0.5623617	None	0.5491386	0.00134183
4832	2022-01-05	1	D2	24	26	tube_tip	0.036126807	0.0	0.44238892	0.0023919288	0.46840206	None	0.45539549	0.00119596
4833	2022-01-05	1	D2	24	26	tube_tip	0.03611331	0.9963045	0.62854	1.0	0.6560262	None	0.6422831	0.99815225
4834	2022-01-05	1	D2	24	26	tube_tip	0.036089003	0.0	0.50050163	0.0027900934	0.5275341	None	0.51401786	0.00139505
4836	2022-01-05	1	D2	24	26	tube_tip	0.03603586	0.9964622	0.706845	1.0	0.7339775	None	0.72041125	0.9982311
4837	2022-01-05	1	D2	24	26	tube_tip	0.03596432	0.05669416	0.98425996	0.07926007	0.9964278	None	0.99034388	0.06797712
4845	2022-01-05	1	D2	25	26	tube_tip	0.7031138	0.23014162	0.7885939	0.25036526	0.8080964	None	0.79834515	0.24025344
4852	2022-01-05	1	D2	25	26	tube_tip	0.6875764	0.70300305	0.81178546	0.7235718	0.8318361	None	0.82181078	0.71328742
4853	2022-01-05	1	D2	25	26	tube_tip	0.67937684	0.5665419	0.09729661	0.5856707	0.115692645	None	0.10649463	0.5761063
4854	2022-01-05	1	D2	25	26	tube_tip	0.6718622	0.67834705	0.4558768	0.6992664	0.47607186	None	0.46597433	0.68880672
4855	2022-01-05	1	D2	25	26	tube_tip	0.668352	0.52797425	0.39834663	0.5476568	0.41763678	None	0.4079917	0.53781553
4856	2022-01-05	1	D2	25	26	tube_tip	0.66808987	0.43408635	0.09773308	0.4524974	0.11559315	None	0.10666312	0.44329188
4857	2022-01-05	1	D2	25	26	tube_tip	0.66777915	0.019949168	0.80900806	0.03960795	0.8283524	None	0.81868023	0.02977856
4861	2022-01-05	1	D2	25	26	tube_tip	0.6475286	0.7135776	0.4062089	0.7337228	0.42555198	None	0.41588044	0.7236502
4862	2022-01-05	1	D2	25	26	tube_tip	0.6466744	0.5083293	0.15640786	0.52844656	0.17588541	None	0.16614663	0.51838793
4865	2022-01-05	1	D2	25	26	tube_tip	0.6249841	0.14467773	0.9372009	0.164323	0.95626557	None	0.94673324	0.15450036
4866	2022-01-05	1	D2	25	26	tube_tip	0.62380654	0.5495823	0.94574696	0.5694111	0.9649046	None	0.95532578	0.5594967
4869	2022-01-05	1	D2	25	26	tube_tip	0.61473125	0.8334123	0.039178506	0.8516681	0.056854226	None	0.04801637	0.8425402
4870	2022-01-05	1	D2	25	26	tube_tip	0.6131364	0.11415619	0.29639202	0.13290375	0.3146003	None	0.30549616	0.12352997
4871	2022-01-05	1	D2	25	26	tube_tip	0.6127334	0.0865479	0.2577655	0.105482735	0.27616093	None	0.26696321	0.09601532
4872	2022-01-05	1	D2	25	26	tube_tip	0.60910624	0.3594244	0.56177086	0.37924916	0.58085424	None	0.57131255	0.36933678
4874	2022-01-05	1	D2	25	26	tube_tip	0.57515657	0.49883616	0.038955428	0.51824665	0.057484984	None	0.04822021	0.5085414
4876	2022-01-05	1	D2	25	26	tube_tip	0.5684164	0.58696747	0.30045766	0.60613525	0.3188125	None	0.30963508	0.59655136
4879	2022-01-05	1	D2	25	26	tube_tip	0.55367	0.063865356	0.7068514	0.08256241	0.7248481	None	0.71584975	0.07321388
4880	2022-01-05	1	D2	25	26	tube_tip	0.5431657	0.8014627	0.3253675	0.8212436	0.34447324	None	0.33492037	0.81135315
4881	2022-01-05	1	D2	25	26	tube_tip	0.5255397	0.7533764	0.9428517	0.77208143	0.9609919	None	0.9519218	0.76272892
4883	2022-01-05	1	D2	25	26	tube_tip	0.5146773	0.6848852	0.15953743	0.7041275	0.17823088	None	0.16888416	0.69450635
4886	2022-01-05	1	D2	25	26	tube_tip	0.4792097	0.8880073	0.111603975	0.9054599	0.12846069	None	0.12003233	0.8967336
4887	2022-01-05	1	D2	25	26	tube_tip	0.46488634	0.065697215	0.34553766	0.08422331	0.36319286	None	0.35436526	0.07496026
4889	2022-01-05	1	D2	25	26	tube_tip	0.35594508	0.71305287	0.97884464	0.7299268	0.9950912	None	0.98696792	0.72148984
4890	2022-01-05	1	D2	25	26	tube_tip	0.33979914	0.05442628	0.2870315	0.07274474	0.30457875	None	0.29580512	0.06358551
4892	2022-01-05	1	D2	25	26	tube_tip	0.2615815	0.055379216	0.35863099	0.07496282	0.3772287	None	0.36792984	0.06517102
4893	2022-01-05	1	D2	25	26	tube_tip	0.22769973	0.34615558	0.9889206	0.36785805	1.0	None	0.9944603	0.35700682
4894	2022-01-05	1	D2	25	26	tube_tip	0.22750095	0.13249394	0.6092257	0.15268257	0.6283025	None	0.6187641	0.14258826
4895	2022-01-05	1	D2	25	26	tube_tip	0.20177375	0.7001502	0.96441627	0.71908134	0.98267615	None	0.97354621	0.70961577
4896	2022-01-05	1	D2	25	26	tube_tip	0.19153936	0.18204324	0.0	0.20631896	0.009987941	None	0.00499397	0.1941811
4897	2022-01-05	1	D2	25	26	tube_tip	0.15487531	0.7063466	0.0015028911	0.7274963	0.0097934725	None	0.00564818	0.71692145
4899	2022-01-05	1	D2	25	26	tube_tip	0.12682149	0.64171463	0.9952283	0.6671105	0.99961436	None	0.99742133	0.65441256
4901	2022-01-05	1	D2	25	26	tube_tip	0.10153513	0.81632656	0.33092856	0.8368792	0.35098052	None	0.34095454	0.82660288
4902	2022-01-05	1	D2	25	26	tube_tip	0.09893795	0.0	0.13031153	0.014560786	0.16146432	None	0.14588792	0.00728039
4903	2022-01-05	1	D2	25	26	tube_tip	0.09711047	0.99199855	0.0	1.0	0.006908752	None	0.00345438	0.99599928
4905	2022-01-05	1	D2	25	26	tube_tip	0.09673379	0.0	0.99284834	0.005526967	1.0	None	0.99642417	0.00276348
4907	2022-01-05	1	D2	25	26	tube_tip	0.09584447	0.0	0.0	0.0054823705	0.0065520555	None	0.00327603	0.00274119
4908	2022-01-05	1	D2	25	26	tube_tip	0.09163976	0.00013765623	0.8799738	0.004436873	0.906225	None	0.8930994	0.00228726
4910	2022-01-05	1	D2	25	26	tube_tip	0.0813264	0.2079872	0.9962015	0.23277955	0.9995384	None	0.99786995	0.22038338
4913	2022-01-05	1	D2	25	26	tube_tip	0.07780663	0.36383033	0.996428	0.39007777	0.99930465	None	0.99786632	0.37695405
4914	2022-01-05	1	D2	25	26	tube_tip	0.07773905	0.9948532	0.86043584	1.0	0.8857628	None	0.87309932	0.9974266
4915	2022-01-05	1	D2	25	26	tube_tip	0.07217044	0.7780198	0.9962449	0.8039758	0.9993912	None	0.99781805	0.7909978
4917	2022-01-05	1	D2	25	26	tube_tip	0.07085075	0.99228203	0.9929937	1.0	1.0	None	0.99649685	0.99614102
4919	2022-01-05	1	D2	25	26	tube_tip	0.068769425	0.5510893	0.1578533	0.5701692	0.17467582	None	0.16626456	0.56062925
4921	2022-01-05	1	D2	25	26	tube_tip	0.06744975	0.03793089	0.38719466	0.05887465	0.40547976	None	0.39633721	0.04840277
4922	2022-01-05	1	D2	25	26	tube_tip	0.066603296	0.99558973	0.3722921	1.0	0.39638966	None	0.38434088	0.99779486
4924	2022-01-05	1	D2	25	26	tube_tip	0.065054104	0.99646926	0.08403719	1.0	0.10752704	None	0.09578212	0.99823463
4926	2022-01-05	1	D2	25	26	tube_tip	0.0632601	0.99581677	0.008986693	1.0	0.033426467	None	0.02120658	0.99790838
4928	2022-01-05	1	D2	25	26	tube_tip	0.061646316	0.99476236	0.9792148	1.0	1.0	None	0.9896074	0.99738118
4929	2022-01-05	1	D2	25	26	tube_tip	0.061612204	0.06570575	0.28497785	0.086373866	0.30518878	None	0.29508331	0.07603981
4930	2022-01-05	1	D2	25	26	tube_tip	0.061526272	0.9956235	0.9307316	1.0	0.955483	None	0.9431073	0.99781175
4936	2022-01-05	1	D2	25	26	tube_tip	0.059350934	0.89086425	0.99671626	0.91798925	0.9991164	None	0.99791633	0.90442675
4937	2022-01-05	1	D2	25	26	tube_tip	0.058949143	0.10581401	0.9961578	0.132587	0.99970657	None	0.99793218	0.11920051
4941	2022-01-05	1	D2	25	26	tube_tip	0.055737436	0.38142246	0.18837953	0.40228957	0.20616096	None	0.19727024	0.39185602
4942	2022-01-05	1	D2	25	26	tube_tip	0.055347	0.03985913	0.37369332	0.06313845	0.3954673	None	0.38458031	0.05149879
4944	2022-01-05	1	D2	25	26	tube_tip	0.054715343	0.0004303726	0.8993015	0.002151672	0.9256363	None	0.9124689	0.00129102
4945	2022-01-05	1	D2	25	26	tube_tip	0.054556105	0.9963549	0.12537324	1.0	0.15122125	None	0.13829725	0.99817745
4947	2022-01-05	1	D2	25	26	tube_tip	0.054154854	0.16788574	0.0227912	0.19409595	0.04412561	None	0.03345841	0.18099084
4948	2022-01-05	1	D2	25	26	tube_tip	0.053497016	0.6496341	0.19960478	0.6753919	0.22555271	None	0.21257874	0.662513
4950	2022-01-05	1	D2	25	26	tube_tip	0.053334814	0.8630972	0.9967413	0.89109635	0.9992496	None	0.99799545	0.87709678
4955	2022-01-05	1	D2	25	26	tube_tip	0.052188873	0.9532926	0.9963976	0.98032176	0.99947476	None	0.99793618	0.96680718
4956	2022-01-05	1	D2	25	26	tube_tip	0.051374618	0.99594086	0.1599894	1.0	0.18715318	None	0.17357129	0.99797043
4957	2022-01-05	1	D2	25	26	tube_tip	0.049918037	0.38117403	0.1633155	0.4021253	0.18398225	None	0.17364888	0.39164966
4958	2022-01-05	1	D2	25	26	tube_tip	0.04948414	0.23138231	0.99683756	0.25689557	0.9991062	None	0.99797188	0.24413894
